"Data Source","Indicadores del desarrollo mundial",

"Last Updated Date","2021-09-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"Francia","FRA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.1200008392334","18.2399997711182","17.5799999237061","15.1999998092651","13.8000001907349","12.1800003051758","12.8000001907349","12.8100004196167","13.039999961853","11.5200004577637","11.1899995803833","12.9200000762939","14.1700000762939","14.0299997329712","14.6300001144409","16","16.1499996185303","16.0599994659424","16.9899997711182","16.1299991607666","15.5600004196167","15.5500001907349","",
"Islas Feroe","FRO","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Micronesia (Estados Federados de)","FSM","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3599996566772","","","","","","",
"Gabón","GAB","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Reino Unido","GBR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.3400001525879","7.19000005722046","6.73999977111816","6","6.26999998092651","5.76999998092651","6.17999982833862","6.23999977111816","7.28000020980835","7.76000022888184","8.52999973297119","10.8400001525879","11.6800003051758","12.25","12.4099998474121","13.1199998855591","10.460000038147","9.02000045776367","7.61999988555908","6.92999982833862","6.15000009536743","6.23000001907349","",
"Georgia","GEO","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.35000002384186","","","1.14999997615814","","","","","","","16.2000007629395","14.1899995803833","5.21999979019165","4.92000007629395","11.1300001144409","7.6100001335144","6.48999977111816","4.42000007629395","7.17000007629395","6.90000009536743","7.11999988555908","",
"Ghana","GHA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.09999990463257","","","","","","","2.79999995231628","","4.84999990463257","","3.82999992370605","","","",
"Gibraltar","GIB","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.3299999237061","","","","","","","","","","","","","","","","","","",
"Gambia","GMB","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3500003814697","","","","","","14.6999998092651","","",
"Guinea-Bissau","GNB","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea Ecuatorial","GNQ","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Grecia","GRC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.6000003814697","15.5600004196167","14.1700000762939","14.1300001144409","13.0699996948242","13.3199996948242","15.1800003051758","14.2700004577637","13.5500001907349","12.7600002288818","12.3199996948242","13.6400003433228","15.6700000762939","20.0100002288818","28.25","30.8799991607666","29.7000007629395","28.4899997711182","29.6399993896484","27.6700000762939","26.6900005340576","24.3999996185303","",
"Granada","GRD","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Groenlandia","GRL","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.61999988555908","5.71000003814697","","3.57999992370605","","","","6.69000005722046","7.98000001907349","4.90000009536743","4.61999988555908","4.40000009536743","3.67000007629395","3.97000002861023","3.97000002861023","","","",
"Guam","GUM","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7800006866455","","",
"Ingreso alto","HIC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.3844305234461","15.2811672237182","15.3546664963896","14.7525239597722","14.9047162669179","15.0232907624832","15.7422116871209","15.178385930102","13.6017527407405","12.0613155631605","12.5321107594859","15.2657177097162","16.5287997826548","16.8368314544613","18.2057789608172","18.661647514712","17.72985088573","16.4154885169367","15.8595953962663","14.4101558606542","13.4173618659025","12.8641158591019","",
"Hong Kong, Región Administrativa Especial","HKG","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34000015258789","","8.6899995803833","6.46000003814697","5.30000019073486","4.6399998664856","3.75999999046326","4.86999988555908","3.60999989509583","3.13000011444092","2.92000007629395","3.45000004768372","3.28999996185303","3.29999995231628","3.34999990463257","","","","",
"Honduras","HND","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.13000011444092","4.3899998664856","4.44999980926514","3.92000007629395","4.13000011444092","3.97000002861023","4.80000019073486","4.78000020980835","7.3600001335144","8.82999992370605","7.51000022888184","8.07999992370605","6.55000019073486","6.42999982833862","7.78000020980835","",
"Países pobres muy endeudados (PPME)","HPC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Croacia","HRV","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.7800006866455","14.539999961853","14.2600002288818","10.960000038147","11.710000038147","12.1400003433228","10.6099996566772","8.93000030517578","10.6199998855591","15.3500003814697","16.9200000762939","19.2999992370605","26.0100002288818","21.3600006103516","17.7399997711182","20.2399997711182","10.8699998855591","7.34000015258789","",
"Haití","HTI","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.0100002288818","","","","","","","","",
"Hungría","HUN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.4499998092651","11.3699998855591","9.5600004196167","8.39999961853027","9","10.6300001144409","10.5200004577637","12.8800001144409","16.1700000762939","16.3099994659424","17.4500007629395","21.6100006103516","22.7700004577637","24.4799995422363","24.3799991607666","22.6700000762939","18.6499996185303","18.0699996948242","12.5100002288818","11.2200002670288","10.539999961853","10.0299997329712","",
"Sólo BIRF","IBD","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"BIRF y la AIF","IBT","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"total de la AIF","IDA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"mezcla de la AIF","IDB","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Indonesia","IDN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2.0699999332428","2.47000002861023","2.13000011444092","2.26999998092651","4.19999980926514","","4.6399998664856","4.46000003814697","4.75","5.3899998664856","5.63000011444092","4.51999998092651","6.59000015258789","5.61999988555908","5.94000005722046","7.3600001335144","7.07999992370605","7.6399998664856","7.28999996185303","5.34000015258789","4.65000009536743","4.03000020980835","3.50999999046326","2.98000001907349","2.44000005722046","2.69000005722046","2.32999992370605","2.22000002861023","2.44000005722046","1.87999999523163","",
"Sólo AIF","IDX","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Isla de Man","IMN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.86999988555908","","","","","","6.1399998664856","","","","","5.07999992370605","","","","","3.97000002861023","","4.15999984741211","","","","","","2.90000009536743","2.08999991416931","",
"No clasificado","INX","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Irlanda","IRL","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.8900003433228","10.4700002670288","8.30000019073486","6.23000001907349","6.05999994277954","6","6.73999977111816","6.63000011444092","6.86999988555908","8.23999977111816","8.96000003814697","12.6999998092651","16.4699993133545","19.1900005340576","20.6200008392334","20.2299995422363","18.6700000762939","15.8900003433228","13.210000038147","11.1700000762939","11.6400003433228","8.82999992370605","",
"Irán, República Islámica del","IRN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.34000015258789","","6.61999988555908","","",
"Iraq","IRQ","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.80000019073486","","","","","13.0799999237061","","","","","","","","",
"Islandia","ISL","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.76999998092651","5.32000017166138","6.73000001907349","4.82000017166138","3.58999991416931","3.60999989509583","3.01999998092651","3.55999994277954","5.30000019073486","2.75999999046326","2.91000008583069","4.40999984741211","3.25999999046326","3.75999999046326","7.78999996185303","9.81999969482422","8.69999980926514","9.52999973297119","7.26000022888184","5.3600001335144","6.15999984741211","4.73000001907349","4.51000022888184","4.30000019073486","4.25","",
"Israel","ISR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.14999961853027","","13.75","12.0200004577637","15.0900001525879","16.0599994659424","15.5900001525879","20.2600002288818","21.6399993896484","17.1000003814697","18.1299991607666","17.3899993896484","11.8100004196167","12.6700000762939","11.0799999237061","7.82000017166138","12.9099998474121","11.1300001144409","11.6499996185303","10.4799995422363","11.6700000762939","8.21000003814697","","","",
"Italia","ITA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.7199993133545","18.8099994659424","17.4799995422363","16.0799999237061","15.6300001144409","15.3800001144409","13.3900003433228","12.8000001907349","11.2600002288818","10.2299995422363","11.5600004196167","12.0799999237061","12.3100004196167","12.6599998474121","15.7799997329712","17.1800003051758","18.5799999237061","16.8099994659424","17.2900009155273","17.8500003814697","17.1900005340576","16.3700008392334","",
"Jamaica","JAM","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Jordania","JOR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.7299995422363","11.1000003814697","15.0200004577637","",
"Japón","JPN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Kazajstán","KAZ","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.19999980926514","8.4399995803833","8.39000034332275","9.14999961853027","8.47999954223633","","","","8.3100004196167","","","",
"Kenya","KEN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12.789999961853","","","","","","","9.07999992370605","","","","","","","","","","1.77999997138977","","","","",
"Kirguistán","KGZ","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9.23999977111816","3.8199999332428","4.15999984741211","","","","","12.1400003433228","20.4799995422363","19.6499996185303","","","","","","","",
"Camboya","KHM","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.77999997138977","2.96000003814697","","","","","","0.670000016689301","","0.610000014305115","1.12000000476837","0.340000003576279","1.4099999666214","0.579999983310699","0.439999997615814","0.660000026226044","0.680000007152557","0.310000002384186","","","",
"Kiribati","KIR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.84999990463257","","","","","",
"Saint Kitts y Nevis","KNA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Corea, República de","KOR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.77999997138977","1.91999995708466","2.24000000953674","2.04999995231628","1.76999998092651","1.79999995231628","2.66000008583069","9.9399995803833","8.5","","","","","","","","","","","","","","","","1.71000003814697","1.83000004291534","2.23000001907349","2.50999999046326","2.69000005722046","3.48000001907349",
"Kuwait","KWT","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"América Latina y el Caribe (excluido altos ingresos)","LAC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11.5936209624233","","13.7584265953494","","13.0770847288738","14.6495734007327","14.9140418276011","13.698456885621","13.3159840771742","11.9769454020659","10.9585012015858","10.1961629769517","11.6420375947239","","9.75747578435569","9.06898209172961","8.03158984595639","7.55025465835882","8.77153520497413","12.6608208180243","13.9894976319616","13.7338924232312","14.1607081513025","",
"República Democrática Popular Lao","LAO","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.579999983310699","","","","","","","8.92000007629395","","","",
"Líbano","LBN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.5100002288818","","","","","","","","","","","","14.2700004577637","",
"Liberia","LBR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3.60999989509583","","29.6299991607666","","2.61999988555908","2.61999988555908","2.76999998092651","","","","",
"Libia","LBY","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Santa Lucía","LCA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.0799999237061","25.6100006103516","22.5400009155273","",
"América Latina y el Caribe","LCN","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3400108478415","14.839675396875","14.9772381527196","13.7923127878376","13.3039219523555","11.6273966192701","10.6487953523438","10.0563293021171","11.5337347256693","","9.54526287119424","8.90255124071138","8.01092622484384","7.56114416091824","8.73733316905346","12.0954461011968","13.4660961042034","13.5574744533056","13.9659939475599","",
"Países menos desarrollados: clasificación de las Naciones Unidas","LDC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Países de ingreso bajo","LIC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Liechtenstein","LIE","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.55000019073486","5.07999992370605","4.88000011444092","4.65999984741211","4.59999990463257","4.11999988555908","4.8899998664856","4.28000020980835","3.95000004768372","3.58999991416931","","",
"Países de ingreso mediano bajo","LMC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.39335056713955","","7.13521064732429","","","","","","4.24530341867116","","",
"Ingreso mediano y bajo","LMY","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lesotho","LSO","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"avanzada del dividendo demográfico","LTE","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Lituania","LTU","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9399995803833","14.8100004196167","15.0699996948242","18.5499992370605","17.2999992370605","14.8999996185303","21.4200000762939","13.3800001144409","13.9700002670288","10.5299997329712","8.3100004196167","12.8199996948242","24","34.560001373291","33.4300003051758","30.6399993896484","34.4700012207031","31.5699996948242","27","22.2199993133545","16.0300006866455","14.9499998092651","20.6700000762939","",
"Luxemburgo","LUX","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.1399998664856","3.96000003814697","2.24000000953674","6.40000009536743","4.38000011444092","10.2299995422363","8.07999992370605","9.03999996185303","6.38000011444092","9.01000022888184","9.48999977111816","6.23999977111816","10.7299995422363","8.4399995803833","11.1700000762939","9.65999984741211","11.4799995422363","10.0299997329712","9.27000045776367","9.59000015258789","8.59000015258789","",
"Letonia","LVA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.9099998474121","15.1400003433228","17.1499996185303","18.8799991607666","18.5200004577637","20.2399997711182","20.0799999237061","18.4599990844727","15.9700002670288","10.6499996185303","12.9899997711182","24.6499996185303","29.7000007629395","28.2600002288818","33.7400016784668","29.2999992370605","26.8099994659424","26.5799999237061","19.6100006103516","21.5200004577637","18.1399993896484","13.6000003814697","",
"Región Administrativa Especial de Macao, China","MAC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.1100001335144","2.50999999046326","3.34999990463257","4.44999980926514","4.55000019073486","4.53000020980835","5.19999980926514","5.42000007629395","","4.30999994277954","3.95000004768372","2.83999991416931","3.08999991416931","3.21000003814697","2.27999997138977","2.17000007629395","1.83000004291534","1.53999996185303","1.4099999666214","1.5","1.55999994277954","","","","",
"Isla de San Martín (parte francesa)","MAF","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Marruecos","MAR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.8400001525879","","","","","","","17.5499992370605","18.6100006103516","","","","","","","","12.8699998855591","12.3699998855591","","","","","","","","",
"Mónaco","MCO","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"República de Moldova","MDA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5.84999990463257","6.19000005722046","4.53000020980835","4.63000011444092","3.17000007629395","3.69000005722046","2.50999999046326","3.21000003814697","3.25999999046326","5.92000007629395","",
"Madagascar","MDG","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24.7800006866455","","12.3599996566772","","","","","","","0.5","","","1.1599999666214","","","","","",
"Maldivas","MDV","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10.5200004577637","","","","","","","8.19999980926514","","","","",
"Oriente Medio y Norte de África","MEA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"México","MEX","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8.44999980926514","6.11999988555908","7.88000011444092","","3.5","2.96000003814697","7.67999982833862","3.96000003814697","4.51999998092651","5.38000011444092","4.11999988555908","4.05000019073486","4.15000009536743","4.17999982833862","6.01999998092651","5.5","5.40000009536743","4.94000005722046","4.90999984741211","4.76999998092651","4.26999998092651","3.52999997138977","3.22000002861023","3.07999992370605","3.11999988555908","",
"Islas Marshall","MHL","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
" Ingreso mediano","MIC","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Macedonia del Norte","MKD","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","43.310001373291","42.7099990844727","40.5099983215332","39.9700012207031","36.5699996948242","33.25","31.2800006866455","31.2399997711182","29.9400005340576","26.2600002288818","26.1299991607666","20.5100002288818","17.9400005340576","27.8500003814697","",
"Malí","MLI","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.8700008392334","6.6399998664856","16.8600006103516","3.00999999046326","14.5100002288818","2.29999995231628","","",
"Malta","MLT","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7.42999982833862","9.27999973297119","9.30000019073486","10.5900001525879","12.3699998855591","11.1899995803833","11.9799995422363","11.5299997329712","10.3900003433228","11.4899997711182","11.5200004577637","11.6000003814697","12.6800003051758","11.3000001907349","9.31999969482422","10.5200004577637","10.0200004577637","8.44999980926514","5.61999988555908","5.5","",
"Myanmar","MMR","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0.819999992847443","","1.45000004768372","0.639999985694885","0.280000001192093","",
"Oriente Medio y Norte de África (excluido altos ingresos)","MNA","Personas desempleadas con educación básica, mujeres","SL.UEM.BASC.FE.ZS","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
